flt,act_rate
0,0.9413265306122449
1,0.47831632653061223
2,0.3877551020408163
3,0.798469387755102
4,0.9974489795918368
5,0.0
6,0.7997448979591837
7,0.0
8,0.9757653061224489
9,0.5816326530612245
10,0.9936224489795918
11,0.0548469387755102
12,0.9757653061224489
13,0.3494897959183674
14,0.0
15,0.985969387755102
16,0.0
17,0.20153061224489796
18,0.003826530612244898
19,0.06887755102040816
20,0.9961734693877551
21,0.22831632653061223
22,0.0
23,0.10459183673469388
24,0.0
25,0.9974489795918368
26,0.9872448979591837
27,0.461734693877551
28,0.39668367346938777
29,0.23596938775510204
30,0.13137755102040816
31,0.8494897959183674
32,0.8086734693877551
33,0.3239795918367347
34,0.826530612244898
35,0.0
36,0.006377551020408163
37,0.5867346938775511
38,0.2895408163265306
39,0.17729591836734693
40,0.9923469387755102
41,0.9783163265306123
42,0.9987244897959183
43,0.0
44,0.16709183673469388
45,0.11224489795918367
46,0.9974489795918368
47,0.01913265306122449
48,0.7423469387755102
49,0.09566326530612244
50,0.6696428571428571
51,0.3227040816326531
52,0.08928571428571429
53,0.9732142857142857
54,0.0
55,0.2538265306122449
56,0.9579081632653061
57,0.0
58,0.0
59,0.6428571428571429
60,0.9987244897959183
61,0.9974489795918368
62,0.14668367346938777
63,0.0
64,0.9987244897959183
65,0.9872448979591837
66,0.2372448979591837
67,0.0
68,0.0
69,0.5433673469387755
70,0.8278061224489796
71,0.9961734693877551
72,0.9604591836734694
73,0.22321428571428573
74,0.31505102040816324
75,0.22831632653061223
76,0.09948979591836735
77,0.9910714285714286
78,0.18112244897959184
79,0.9936224489795918
80,0.7793367346938775
81,0.9974489795918368
82,0.9681122448979592
83,0.2423469387755102
84,0.7882653061224489
85,0.4413265306122449
86,0.9591836734693877
87,0.7334183673469388
88,0.9948979591836735
89,0.764030612244898
90,0.38392857142857145
91,0.15178571428571427
92,0.9489795918367347
93,0.047193877551020405
94,0.0
95,0.9362244897959183
96,0.06887755102040816
97,0.1568877551020408
98,0.0
99,0.9706632653061225
100,0.1288265306122449
101,0.0
102,0.9834183673469388
103,0.9872448979591837
104,0.8137755102040817
105,0.9923469387755102
106,0.9936224489795918
107,0.0
108,0.7627551020408163
109,0.9655612244897959
110,0.9974489795918368
111,0.9426020408163265
112,0.7155612244897959
113,0.3596938775510204
114,0.9987244897959183
115,0.0
116,0.9961734693877551
117,0.0
118,0.9668367346938775
119,0.8711734693877551
120,0.4528061224489796
121,0.0
122,0.0
123,0.5969387755102041
124,0.9834183673469388
125,0.22066326530612246
126,0.04591836734693878
127,0.9974489795918368
128,0.03826530612244898
129,0.16454081632653061
130,0.0
131,0.21045918367346939
132,0.985969387755102
133,0.8061224489795918
134,0.9885204081632653
135,0.0
136,0.0
137,0.0
138,0.0
139,0.03188775510204082
140,0.9591836734693877
141,0.030612244897959183
142,0.7168367346938775
143,0.2385204081632653
144,0.011479591836734694
145,0.13010204081632654
146,0.9987244897959183
147,0.30994897959183676
148,0.5637755102040817
149,0.0
150,0.017857142857142856
151,0.0
152,0.6096938775510204
153,0.8533163265306123
154,0.8992346938775511
155,0.9005102040816326
156,0.5471938775510204
157,0.0
158,0.9987244897959183
159,0.23596938775510204
160,0.0
161,0.9808673469387755
162,0.9400510204081632
163,0.07525510204081633
164,0.5892857142857143
165,0.9974489795918368
166,0.0
167,0.9974489795918368
168,0.9936224489795918
169,0.1747448979591837
170,0.0
171,0.01403061224489796
172,0.3048469387755102
173,0.4145408163265306
174,0.9642857142857143
175,0.0
176,0.9821428571428571
177,0.9987244897959183
178,0.7602040816326531
179,0.14540816326530612
180,0.021683673469387755
181,0.9987244897959183
182,0.0
183,0.5612244897959183
184,0.012755102040816327
185,0.0
186,0.7448979591836735
187,0.0548469387755102
188,0.26785714285714285
189,0.9808673469387755
190,0.8826530612244898
191,0.0
192,0.3086734693877551
193,0.9936224489795918
194,0.9936224489795918
195,0.14540816326530612
196,0.17346938775510204
197,0.0
198,0.9974489795918368
199,0.39158163265306123
200,0.19642857142857142
201,0.16454081632653061
202,0.8022959183673469
203,0.9834183673469388
204,0.042091836734693876
205,0.01403061224489796
206,0.9987244897959183
207,0.4362244897959184
208,0.9655612244897959
209,0.0
210,0.0
211,0.35714285714285715
212,0.6288265306122449
213,0.9821428571428571
214,0.9323979591836735
215,0.07270408163265306
216,0.9732142857142857
217,0.0
218,0.2844387755102041
219,0.21045918367346939
220,0.24489795918367346
221,0.9617346938775511
222,0.7602040816326531
223,0.9872448979591837
224,0.7971938775510204
225,0.21045918367346939
226,0.9081632653061225
227,0.05357142857142857
228,0.35586734693877553
229,0.6122448979591837
230,0.0
231,0.16709183673469388
232,0.7053571428571429
233,0.9681122448979592
234,0.9885204081632653
235,0.0
236,0.4897959183673469
237,0.9477040816326531
238,0.23596938775510204
239,0.0
240,0.8954081632653061
241,0.29591836734693877
242,0.9974489795918368
243,0.9987244897959183
244,0.8494897959183674
245,0.7908163265306123
246,0.9987244897959183
247,0.0
248,0.08035714285714286
249,0.9923469387755102
250,0.39285714285714285
251,0.3852040816326531
252,0.0
253,0.0
254,0.9795918367346939
255,0.0
